GEOIDFQ,Geographic Area Name,Estimate!!Total:,Margin of Error!!Total:,"Estimate!!Total:!!Less than $10,000","Margin of Error!!Total:!!Less than $10,000","Estimate!!Total:!!$10,000 to $14,999","Margin of Error!!Total:!!$10,000 to $14,999","Estimate!!Total:!!$15,000 to $19,999","Margin of Error!!Total:!!$15,000 to $19,999","Estimate!!Total:!!$20,000 to $24,999","Margin of Error!!Total:!!$20,000 to $24,999","Estimate!!Total:!!$25,000 to $29,999","Margin of Error!!Total:!!$25,000 to $29,999","Estimate!!Total:!!$30,000 to $34,999","Margin of Error!!Total:!!$30,000 to $34,999","Estimate!!Total:!!$35,000 to $39,999","Margin of Error!!Total:!!$35,000 to $39,999","Estimate!!Total:!!$40,000 to $44,999","Margin of Error!!Total:!!$40,000 to $44,999","Estimate!!Total:!!$45,000 to $49,999","Margin of Error!!Total:!!$45,000 to $49,999","Estimate!!Total:!!$50,000 to $59,999","Margin of Error!!Total:!!$50,000 to $59,999","Estimate!!Total:!!$60,000 to $74,999","Margin of Error!!Total:!!$60,000 to $74,999","Estimate!!Total:!!$75,000 to $99,999","Margin of Error!!Total:!!$75,000 to $99,999","Estimate!!Total:!!$100,000 to $124,999","Margin of Error!!Total:!!$100,000 to $124,999","Estimate!!Total:!!$125,000 to $149,999","Margin of Error!!Total:!!$125,000 to $149,999","Estimate!!Total:!!$150,000 to $199,999","Margin of Error!!Total:!!$150,000 to $199,999","Estimate!!Total:!!$200,000 or more","Margin of Error!!Total:!!$200,000 or more"
1500000US270570701001,Block Group 1; Census Tract 701; Hubbard County; Minnesota,756,60,18,12,5,7,17,10,15,10,16,11,17,14,43,32,20,12,37,26,67,26,53,21,122,31,93,23,66,25,100,28,67,25
1500000US270570701002,Block Group 2; Census Tract 701; Hubbard County; Minnesota,443,55,6,5,28,26,13,13,10,9,5,5,6,8,12,7,9,5,24,16,45,28,65,22,39,15,61,16,24,15,64,25,32,18
1500000US270570701003,Block Group 3; Census Tract 701; Hubbard County; Minnesota,296,48,2,3,2,4,6,8,3,4,5,6,0,10,9,6,10,10,6,7,28,19,92,38,33,20,27,11,23,12,20,10,30,14
1500000US270570701004,Block Group 4; Census Tract 701; Hubbard County; Minnesota,360,48,7,6,6,6,2,3,6,7,23,18,20,19,2,4,8,8,2,3,29,15,35,21,67,20,47,19,45,15,35,15,26,26
1500000US270570702001,Block Group 1; Census Tract 702; Hubbard County; Minnesota,474,58,31,24,26,19,1,4,20,12,7,6,23,11,8,10,15,8,18,10,22,13,34,14,65,18,65,21,63,24,46,15,30,12
1500000US270570702002,Block Group 2; Census Tract 702; Hubbard County; Minnesota,597,72,17,10,5,4,13,9,4,4,10,8,10,9,29,27,14,9,16,12,43,20,60,24,85,25,101,46,24,12,88,30,78,19
1500000US270570703001,Block Group 1; Census Tract 703; Hubbard County; Minnesota,326,41,28,16,6,9,5,5,15,10,9,7,3,4,17,12,8,7,3,4,34,17,24,10,65,17,41,19,22,11,30,16,16,9
1500000US270570703002,Block Group 2; Census Tract 703; Hubbard County; Minnesota,549,59,19,11,34,26,10,9,7,8,22,11,7,5,2,3,18,8,16,8,37,20,83,27,108,37,76,28,38,15,50,20,22,11
1500000US270570704001,Block Group 1; Census Tract 704; Hubbard County; Minnesota,401,39,3,4,14,8,26,17,15,10,11,8,9,9,13,10,19,9,15,8,31,16,59,26,61,15,34,15,39,16,23,11,29,15
1500000US270570704002,Block Group 2; Census Tract 704; Hubbard County; Minnesota,473,58,10,6,14,13,7,6,30,19,16,9,33,22,21,12,16,10,31,23,24,13,53,22,71,35,60,24,39,15,26,13,22,11
1500000US270570704003,Block Group 3; Census Tract 704; Hubbard County; Minnesota,375,70,18,11,29,25,18,12,9,8,14,11,37,36,13,7,13,9,4,5,62,29,16,9,53,23,34,15,20,10,22,13,13,8
1500000US270570705001,Block Group 1; Census Tract 705; Hubbard County; Minnesota,548,56,19,11,28,15,26,17,15,13,23,11,22,12,14,9,19,10,18,11,38,21,24,11,100,30,60,21,52,20,53,18,37,17
1500000US270570705002,Block Group 2; Census Tract 705; Hubbard County; Minnesota,561,68,44,27,9,9,13,11,26,12,10,8,4,5,27,15,8,8,17,18,46,19,45,17,138,41,49,23,54,22,30,17,41,16
1500000US270570706001,Block Group 1; Census Tract 706; Hubbard County; Minnesota,736,125,86,50,48,57,0,10,33,46,39,37,22,24,35,35,13,19,14,23,93,66,207,106,59,41,55,35,3,7,29,27,0,10
1500000US270570706002,Block Group 2; Census Tract 706; Hubbard County; Minnesota,344,98,0,10,36,33,21,24,0,10,32,38,41,51,22,26,46,43,0,10,0,10,9,15,0,10,26,39,45,39,25,32,41,40
1500000US270570706003,Block Group 3; Census Tract 706; Hubbard County; Minnesota,793,166,144,85,89,81,31,34,136,123,13,21,12,12,23,28,68,47,23,25,33,28,65,45,49,43,15,24,32,30,37,37,23,33
1500000US270570707001,Block Group 1; Census Tract 707; Hubbard County; Minnesota,470,56,23,17,6,6,17,9,11,8,5,6,17,10,35,20,13,8,27,15,26,16,32,13,81,20,66,24,35,17,46,22,30,11
1500000US270570707002,Block Group 2; Census Tract 707; Hubbard County; Minnesota,462,48,23,15,8,9,19,18,6,6,7,6,21,13,25,19,22,13,21,10,24,15,30,13,44,18,62,20,47,27,67,26,36,13
1500000US270591301001,Block Group 1; Census Tract 1301; Isanti County; Minnesota,389,54,2,3,2,3,8,6,10,7,11,9,2,3,13,9,20,16,6,5,20,13,45,25,56,23,56,25,29,16,64,25,45,27
1500000US270591301002,Block Group 2; Census Tract 1301; Isanti County; Minnesota,362,72,10,12,5,5,20,14,26,22,7,6,11,7,4,4,9,11,14,12,43,40,50,29,33,16,40,18,19,11,45,21,26,13
1500000US270591301003,Block Group 3; Census Tract 1301; Isanti County; Minnesota,278,41,6,6,3,4,10,13,3,4,3,4,0,10,9,7,6,6,14,11,8,9,24,17,18,11,35,18,61,28,42,20,36,14
1500000US270591301004,Block Group 4; Census Tract 1301; Isanti County; Minnesota,330,53,2,3,3,5,7,6,2,3,11,9,20,17,20,18,6,7,12,9,8,11,30,12,35,15,31,16,39,24,78,41,26,13
1500000US270591302001,Block Group 1; Census Tract 1302; Isanti County; Minnesota,750,83,31,21,36,31,24,13,80,41,20,14,33,18,21,13,19,14,32,17,82,36,87,34,94,39,87,28,47,27,47,23,10,8
1500000US270591302002,Block Group 2; Census Tract 1302; Isanti County; Minnesota,592,102,32,24,0,10,13,12,18,11,32,33,10,13,11,11,24,34,16,12,33,23,44,18,103,39,49,25,71,35,72,28,64,44
1500000US270591303021,Block Group 1; Census Tract 1303.02; Isanti County; Minnesota,615,101,23,19,0,10,11,18,67,60,6,10,23,19,9,13,21,15,24,23,13,13,35,23,99,45,99,50,91,72,21,16,73,38
1500000US270591303022,Block Group 2; Census Tract 1303.02; Isanti County; Minnesota,689,135,12,19,25,27,39,32,52,33,23,24,44,38,141,107,24,26,35,30,5,8,81,72,69,36,80,61,10,17,38,31,11,17
1500000US270591303031,Block Group 1; Census Tract 1303.03; Isanti County; Minnesota,1277,178,22,29,16,25,5,9,11,14,22,28,65,49,44,57,62,48,37,45,38,31,95,67,275,116,193,77,144,100,86,55,162,75
1500000US270591303032,Block Group 2; Census Tract 1303.03; Isanti County; Minnesota,1084,152,57,49,43,50,48,46,53,38,0,10,43,39,68,57,16,24,71,47,80,86,51,40,96,69,165,78,44,31,83,43,166,81
1500000US270591303041,Block Group 1; Census Tract 1303.04; Isanti County; Minnesota,822,157,41,43,61,43,55,77,34,50,60,66,18,26,38,34,78,69,7,13,78,72,30,35,151,87,85,72,76,66,0,10,10,17
1500000US270591303042,Block Group 2; Census Tract 1303.04; Isanti County; Minnesota,1046,142,84,62,19,29,10,17,0,10,60,65,40,46,26,32,28,30,31,29,77,45,153,88,89,54,202,97,102,61,111,78,14,24
1500000US270591304001,Block Group 1; Census Tract 1304; Isanti County; Minnesota,440,59,12,20,0,10,0,10,3,5,4,6,11,13,0,10,24,19,0,10,54,22,53,24,107,54,49,27,38,22,57,35,28,16
1500000US270591304002,Block Group 2; Census Tract 1304; Isanti County; Minnesota,400,67,6,6,7,11,4,6,17,14,8,8,5,7,18,11,7,7,4,5,18,11,34,21,34,15,82,55,42,24,64,34,50,22
1500000US270591304003,Block Group 3; Census Tract 1304; Isanti County; Minnesota,675,87,7,7,5,5,4,4,23,18,0,10,14,11,11,8,16,12,28,17,41,22,64,26,81,31,112,39,64,28,107,40,98,42
1500000US270591305011,Block Group 1; Census Tract 1305.01; Isanti County; Minnesota,634,128,18,15,8,12,3,4,3,5,5,8,6,7,0,10,30,33,34,34,86,95,77,63,67,39,90,68,48,31,97,41,62,36
1500000US270591305012,Block Group 2; Census Tract 1305.01; Isanti County; Minnesota,540,107,10,8,20,26,9,10,15,12,5,8,6,7,8,11,10,11,11,12,62,44,71,43,47,23,43,22,45,26,138,82,40,30
1500000US270591305013,Block Group 3; Census Tract 1305.01; Isanti County; Minnesota,887,123,71,71,15,17,0,10,0,10,40,36,6,9,34,30,4,7,24,18,121,77,47,26,157,86,138,84,102,52,70,50,58,32
1500000US270591305021,Block Group 1; Census Tract 1305.02; Isanti County; Minnesota,999,183,51,70,0,10,64,79,0,10,18,30,15,26,0,10,44,40,11,17,104,85,157,81,137,80,159,107,59,48,160,96,20,35
1500000US270591305022,Block Group 2; Census Tract 1305.02; Isanti County; Minnesota,880,202,11,18,29,35,55,82,13,21,12,21,0,10,28,42,24,39,16,26,66,59,116,70,125,91,121,100,114,77,53,53,97,80
1500000US270591305023,Block Group 3; Census Tract 1305.02; Isanti County; Minnesota,1085,205,11,18,0,10,15,25,16,29,19,28,29,34,14,22,33,38,110,109,53,60,121,71,169,105,120,76,220,159,132,80,23,27
1500000US270591306001,Block Group 1; Census Tract 1306; Isanti County; Minnesota,467,72,5,7,7,10,10,8,11,11,0,10,15,12,55,61,7,7,21,26,13,12,40,19,43,27,47,22,61,31,55,29,77,51
1500000US270591306002,Block Group 2; Census Tract 1306; Isanti County; Minnesota,452,62,17,19,16,13,10,10,15,15,11,13,0,10,14,15,20,19,5,7,19,11,12,10,109,51,57,25,51,26,52,20,44,18
1500000US270591306003,Block Group 3; Census Tract 1306; Isanti County; Minnesota,600,75,7,7,3,4,7,13,3,6,19,14,15,11,0,10,10,8,8,8,11,10,52,24,104,44,127,45,80,46,88,27,66,34
1500000US270614801011,Block Group 1; Census Tract 4801.01; Itasca County; Minnesota,405,41,28,12,23,15,16,12,40,17,43,16,17,8,5,4,28,14,5,4,25,11,37,16,49,18,30,18,14,7,22,12,23,13
